2024-04-09 01:11, success, 0.529546
2024-04-09 12:31, success, 0.462018
2024-04-10 01:10, success, 0.535500
2024-04-10 12:30, success, 0.453471
2024-04-11 01:12, success, 0.855207
2024-04-11 12:30, success, 0.546102
2024-04-12 01:12, success, 0.380252
2024-04-12 12:30, success, 0.553081
2024-04-13 00:59, success, 0.473253
2024-04-13 12:26, success, 0.547470
2024-04-14 01:10, success, 0.467505
2024-04-14 14:46, success, 0.386210
2024-04-15 03:29, success, 0.563631
2024-04-15 12:29, success, 0.466044
2024-04-16 01:11, success, 0.526665
2024-04-16 12:31, success, 0.460659
2024-04-17 01:12, success, 0.656934
2024-04-17 12:31, success, 0.521976
2024-04-18 01:11, success, 0.465564
2024-04-18 12:30, success, 0.581320
2024-04-19 01:12, success, 0.529969
2024-04-19 12:30, success, 0.536320
2024-04-20 01:12, success, 0.525919
2024-04-20 12:28, success, 0.544790
2024-04-21 01:17, success, 0.537576
2024-04-21 12:30, success, 0.380423
2024-04-22 01:14, success, 0.584595
2024-04-22 12:32, success, 0.704193
2024-04-23 01:13, success, 0.647112
2024-04-23 12:32, success, 0.557142
2024-04-24 01:15, success, 0.469716
2024-04-24 12:37, success, 0.464979
2024-04-25 01:14, success, 1.047714
2024-04-25 12:26, success, 0.539014
2024-04-26 01:13, success, 0.416676
2024-04-26 12:31, success, 0.494244
2024-04-27 01:12, success, 0.480942
2024-04-27 12:28, success, 0.509763
2024-04-28 01:18, success, 0.494609
2024-04-28 12:31, success, 0.561930
2024-04-29 01:15, success, 0.602784
2024-04-29 12:32, success, 0.491786
2024-04-30 01:13, success, 0.619882
2024-04-30 12:31, success, 0.413840
2024-05-01 01:18, success, 0.695794
2024-05-01 12:32, success, 0.674320
2024-05-02 01:13, success, 0.497475
2024-05-02 12:32, success, 0.601089
2024-05-03 01:16, success, 0.552885
2024-05-03 12:30, success, 0.480751
2024-05-04 01:12, success, 0.418049
2024-05-04 12:29, success, 0.727675
2024-05-05 01:18, success, 0.568527
2024-05-05 12:30, success, 0.594186
2024-05-06 01:15, success, 0.469955
2024-05-06 12:32, success, 0.550731
2024-05-07 01:15, success, 0.546189
2024-05-07 12:31, success, 0.420165
2024-05-08 01:01, success, 0.547561
2024-05-08 12:32, success, 0.600454
2024-05-09 01:14, success, 0.587811
2024-05-09 12:31, success, 0.545620
2024-05-10 01:15, success, 0.549332
2024-05-10 12:31, success, 0.547579
2024-05-11 01:14, success, 0.478942
2024-05-11 12:30, success, 0.551046
2024-05-12 01:21, success, 0.565233
2024-05-12 12:31, success, 0.502697
2024-05-13 01:17, success, 0.557444
2024-05-13 12:33, success, 0.463457
2024-05-14 01:15, success, 0.572964
2024-05-14 12:33, success, 0.554538
2024-05-15 01:16, success, 0.426458
2024-05-15 12:34, success, 0.741477
2024-05-16 01:15, success, 0.476221
2024-05-16 12:33, success, 0.471722
2024-05-17 01:16, success, 0.405590
2024-05-17 12:32, success, 1.674274
2024-05-18 01:17, success, 70.120957
2024-05-18 12:30, success, 0.604303
2024-05-19 01:20, success, 1.543962
2024-05-19 12:31, success, 5.709823
2024-05-20 01:16, success, 0.645536
2024-05-20 12:35, success, 5.608187
2024-05-21 01:15, success, 0.548360
2024-05-21 12:33, success, 7.663788
2024-05-22 01:16, success, 0.608108
2024-05-22 12:33, success, 1.594371
2024-05-23 01:15, success, 2.610324
2024-05-23 12:32, success, 0.550104
2024-05-24 01:16, success, 2.519601
2024-05-24 12:33, success, 2.603281
2024-05-25 01:15, success, 0.562191
2024-05-25 12:31, success, 11.721010
2024-05-26 01:21, success, 1.536182
2024-05-26 12:30, success, 0.671328
2024-05-27 01:17, success, 0.602089
2024-05-27 12:33, success, 0.489146
2024-05-28 01:16, success, 0.392702
2024-05-28 12:33, success, 0.563756
2024-05-29 01:20, success, 0.474365
2024-05-29 12:33, success, 0.484605
2024-05-30 01:17, success, 0.503002
2024-05-30 12:33, success, 4.597636
2024-05-31 01:18, success, 0.605039
2024-05-31 12:34, success, 1.619866
2024-06-01 01:21, success, 0.411238
2024-06-01 12:31, success, 0.676217
2024-06-02 01:22, success, 0.458008
2024-06-02 12:31, success, 0.817472
2024-06-03 01:18, success, 0.471004
2024-06-03 12:34, success, 0.396460
2024-06-04 01:18, success, 0.564399
2024-06-04 12:34, success, 0.480641
2024-06-05 01:17, success, 0.671659
2024-06-05 12:34, success, 0.578340
2024-06-06 01:17, success, 0.468345
2024-06-06 12:34, success, 0.495088
2024-06-07 01:20, success, 0.561068
2024-06-07 12:35, success, 0.459438
2024-06-08 01:17, success, 0.488942
2024-06-08 12:31, success, 0.472553
2024-06-09 01:24, success, 0.497287
2024-06-09 12:32, success, 0.577564
2024-06-10 01:20, success, 0.478849
2024-06-10 12:35, success, 0.587061
2024-06-11 01:19, success, 0.605116
2024-06-11 12:35, success, 0.504473
2024-06-12 01:19, success, 0.487625
2024-06-12 12:34, success, 0.693048
2024-06-13 01:18, success, 0.401386
2024-06-13 12:34, success, 0.481159
2024-06-14 01:18, success, 0.603075
2024-06-14 12:34, success, 0.470204
2024-06-15 01:18, success, 0.396733
2024-06-15 12:32, success, 0.605376
2024-06-16 01:24, success, 0.482646
2024-06-16 12:32, success, 0.500226
2024-06-17 01:21, success, 0.433492
2024-06-17 12:34, success, 0.485718
2024-06-18 01:19, success, 0.578655
2024-06-18 12:34, success, 0.613959
2024-06-19 01:19, success, 0.539943
2024-06-19 12:34, success, 0.518742
2024-06-20 01:17, success, 0.487409
2024-06-20 12:34, success, 0.451446
2024-06-21 01:18, success, 0.498598
2024-06-21 12:33, success, 0.394476
2024-06-22 01:17, success, 0.623515
2024-06-22 12:32, success, 0.503401
2024-06-23 01:23, success, 0.409345
2024-06-23 12:32, success, 2.637424
2024-06-24 01:20, success, 0.467564
2024-06-24 12:35, success, 0.401870
2024-06-25 01:19, success, 0.571475
2024-06-25 12:34, success, 0.474103
2024-06-26 01:19, success, 0.412736
2024-06-26 12:36, success, 0.482778
2024-06-27 01:20, success, 0.540961
2024-06-27 12:35, success, 0.547908
2024-06-28 01:19, success, 0.547022
2024-06-28 12:35, success, 0.549494
2024-06-29 01:18, success, 0.476926
2024-06-29 12:33, success, 0.558344
2024-06-30 01:25, success, 0.599149
